frame,time_min,hyphal_area_px,hyphal_area_um2,hyphal_length_px,hyphal_length_um,branch_points,raw_junction_pixel_count,normalized_branch_point_count,tip_count,skan_graph_branches,skan_terminal_branches,skan_junction_to_junction_branches,length_growth_um_per_min,area_growth_um2_per_min,branch_growth_per_min
0,0.0,13576,13576.0,787.4142135623731,787.4142135623731,0,0,0,2,1,0,0,,,
1,1.0,13576,13576.0,787.4142135623731,787.4142135623731,0,0,0,2,1,0,0,0.0,0.0,0.0
2,2.0,13576,13576.0,787.4142135623731,787.4142135623731,0,0,0,2,1,0,0,0.0,0.0,0.0
3,3.0,11472,11472.0,477.00714267493646,477.00714267493646,2,4,2,18,12,4,1,-310.40707088743665,-2104.0,2.0
4,4.0,11339,11339.0,435.6639969244288,435.6639969244288,1,1,1,17,10,3,0,-41.34314575050769,-133.0,-1.0
5,5.0,11580,11580.0,442.22034611053283,442.22034611053283,2,5,2,22,14,6,0,6.5563491861040575,241.0,1.0
6,6.0,11606,11606.0,439.87720036002514,439.87720036002514,2,5,2,22,14,6,0,-2.343145750507688,26.0,0.0
7,7.0,10837,10837.0,411.22034611053283,411.22034611053283,2,5,2,20,13,6,0,-28.656854249492312,-769.0,0.0
8,8.0,10837,10837.0,411.22034611053283,411.22034611053283,2,5,2,20,13,6,0,0.0,0.0,0.0
9,9.0,11106,11106.0,436.7766952966369,436.7766952966369,3,5,3,21,15,7,1,25.556349186104057,269.0,1.0
10,10.0,10281,10281.0,387.83556979968256,387.83556979968256,2,5,2,20,13,6,0,-48.94112549695433,-825.0,-1.0
11,11.0,10333,10333.0,376.0782104868018,376.0782104868018,2,5,2,18,12,6,0,-11.757359312880737,52.0,0.0
12,12.0,10347,10347.0,379.35028842544403,379.35028842544403,1,1,1,17,10,3,0,3.2720779386422123,14.0,-1.0
13,13.0,10506,10506.0,394.8355697996825,394.8355697996825,1,1,1,15,9,3,0,15.485281374238468,159.0,0.0
14,14.0,10506,10506.0,394.8355697996825,394.8355697996825,1,1,1,15,9,3,0,0.0,0.0,0.0
15,15.0,10122,10122.0,358.1076477383247,358.1076477383247,1,1,1,17,10,3,0,-36.72792206135779,-384.0,0.0
16,16.0,10472,10472.0,426.2497833620557,426.2497833620557,2,4,2,16,11,4,1,68.14213562373101,350.0,1.0
17,17.0,10265,10265.0,417.4213562373095,417.4213562373095,2,4,2,16,11,4,1,-8.828427124746213,-207.0,0.0
18,18.0,10905,10905.0,407.11984104714446,407.11984104714446,2,2,2,18,12,6,0,-10.301515190165048,640.0,0.0
19,19.0,10873,10873.0,402.3919189857866,402.3919189857866,2,4,2,18,12,6,0,-4.7279220613578445,-32.0,0.0
20,20.0,10873,10873.0,402.3919189857866,402.3919189857866,2,4,2,18,12,6,0,0.0,0.0,0.0
21,21.0,10112,10112.0,361.5929291125633,361.5929291125633,1,1,1,17,10,3,0,-40.79898987322332,-761.0,-1.0
22,22.0,9556,9556.0,362.8355697996826,362.8355697996826,2,4,2,18,12,4,1,1.2426406871193194,-556.0,1.0
23,23.0,10945,10945.0,422.9066376115481,422.9066376115481,2,4,2,16,11,6,0,60.071067811865476,1389.0,0.0
24,24.0,11057,11057.0,431.6639969244288,431.6639969244288,2,4,2,16,11,6,0,8.75735931288068,112.0,0.0
25,25.0,10859,10859.0,405.8061325481597,405.8061325481597,2,5,2,18,12,6,0,-25.85786437626905,-198.0,0.0
26,26.0,10842,10842.0,404.8061325481597,404.8061325481597,2,5,2,18,12,6,0,-1.0,-17.0,0.0
27,27.0,10891,10891.0,413.46298679765215,413.46298679765215,3,9,3,19,14,9,0,8.656854249492426,49.0,1.0
28,28.0,11269,11269.0,441.2619766708754,441.2619766708754,3,9,3,19,14,9,0,27.798989873223263,378.0,0.0
29,29.0,11249,11249.0,447.4335495461292,447.4335495461292,4,13,4,22,17,12,0,6.171572875253787,-20.0,1.0
30,30.0,10822,10822.0,404.7056274847714,404.7056274847714,3,9,3,19,14,9,0,-42.72792206135779,-427.0,-1.0
31,31.0,10677,10677.0,392.56349186104046,392.56349186104046,3,9,3,21,15,9,0,-12.142135623730951,-145.0,0.0
32,32.0,10693,10693.0,393.97770542341357,393.97770542341357,3,9,3,21,15,9,0,1.4142135623731065,16.0,0.0
33,33.0,10868,10868.0,409.048773235279,409.048773235279,4,12,4,22,17,10,1,15.071067811865419,175.0,1.0
34,34.0,10218,10218.0,369.6639969244288,369.6639969244288,2,5,2,18,12,6,0,-39.384776310850214,-650.0,-2.0
35,35.0,10398,10398.0,376.90663761154804,376.90663761154804,2,5,2,18,12,6,0,7.242640687119263,180.0,0.0
36,36.0,10369,10369.0,370.24978336205567,370.24978336205567,2,5,2,18,12,6,0,-6.656854249492369,-29.0,0.0
37,37.0,10642,10642.0,383.32085117392114,383.32085117392114,2,5,2,18,12,6,0,13.071067811865476,273.0,0.0
38,38.0,10628,10628.0,382.32085117392114,382.32085117392114,2,5,2,18,12,6,0,-1.0,-14.0,0.0
39,39.0,10086,10086.0,360.5929291125633,360.5929291125633,2,5,2,18,12,6,0,-21.727922061357845,-542.0,0.0
40,40.0,10747,10747.0,399.29141392239836,399.29141392239836,3,8,3,19,14,9,0,38.698484809835065,661.0,1.0
41,41.0,10467,10467.0,386.3919189857866,386.3919189857866,3,9,3,19,14,9,0,-12.899494936611745,-280.0,0.0
42,42.0,10267,10267.0,366.0782104868019,366.0782104868019,2,5,2,18,12,6,0,-20.313708498984738,-200.0,-1.0
43,43.0,10342,10342.0,375.73506473629425,375.73506473629425,3,9,3,19,14,9,0,9.656854249492369,75.0,1.0
44,44.0,10342,10342.0,375.73506473629425,375.73506473629425,3,9,3,19,14,9,0,0.0,0.0,0.0
45,45.0,10731,10731.0,394.56349186104046,394.56349186104046,2,5,2,18,12,6,0,18.828427124746213,389.0,-1.0
46,46.0,10372,10372.0,372.4213562373095,372.4213562373095,2,5,2,18,12,6,0,-22.14213562373095,-359.0,0.0
47,47.0,10658,10658.0,389.3208511739212,389.3208511739212,1,1,1,17,10,3,0,16.89949493661169,286.0,-1.0
48,48.0,10364,10364.0,374.90663761154804,374.90663761154804,1,1,1,17,10,3,0,-14.414213562373163,-294.0,0.0
49,49.0,10847,10847.0,401.8772003600252,401.8772003600252,2,2,2,18,12,6,0,26.970562748477164,483.0,1.0
50,50.0,10832,10832.0,399.87720036002526,399.87720036002526,2,2,2,18,12,6,0,-1.9999999999999432,-15.0,0.0
51,51.0,10546,10546.0,387.63455967290594,387.63455967290594,2,5,2,18,12,6,0,-12.24264068711932,-286.0,0.0
52,52.0,10870,10870.0,402.46298679765215,402.46298679765215,2,5,2,18,12,6,0,14.828427124746213,324.0,0.0
53,53.0,10596,10596.0,383.14927829866735,383.14927829866735,2,5,2,20,13,6,0,-19.313708498984795,-274.0,0.0
54,54.0,10779,10779.0,397.04877323527904,397.04877323527904,2,5,2,18,12,6,0,13.899494936611688,183.0,0.0
55,55.0,10183,10183.0,361.9066376115481,361.9066376115481,1,1,1,17,10,3,0,-35.14213562373095,-596.0,-1.0
56,56.0,10183,10183.0,361.9066376115481,361.9066376115481,1,1,1,17,10,3,0,0.0,0.0,0.0
57,57.0,10545,10545.0,379.8061325481597,379.8061325481597,2,4,2,20,13,6,0,17.89949493661163,362.0,1.0
58,58.0,10506,10506.0,376.3919189857866,376.3919189857866,1,1,1,17,10,3,0,-3.4142135623731065,-39.0,-1.0
59,59.0,10634,10634.0,378.3919189857866,378.3919189857866,1,1,1,17,10,3,0,2.0,128.0,0.0
60,60.0,10212,10212.0,362.0071426749364,362.0071426749364,1,1,1,17,10,3,0,-16.384776310850214,-422.0,0.0
61,61.0,10328,10328.0,366.0782104868019,366.0782104868019,1,1,1,17,10,3,0,4.0710678118654755,116.0,0.0
62,62.0,10328,10328.0,366.0782104868019,366.0782104868019,1,1,1,17,10,3,0,0.0,0.0,0.0
63,63.0,10621,10621.0,391.2914139223983,391.2914139223983,2,5,2,18,12,6,0,25.213203435596427,293.0,1.0
64,64.0,10321,10321.0,402.46298679765215,402.46298679765215,2,4,2,18,12,4,1,11.171572875253844,-300.0,0.0
65,65.0,10458,10458.0,371.0782104868019,371.0782104868019,1,1,1,19,11,3,0,-31.38477631085027,137.0,-1.0
66,66.0,10863,10863.0,386.8061325481597,386.8061325481597,1,1,1,19,11,3,0,15.727922061357845,405.0,0.0
67,67.0,10977,10977.0,391.8061325481597,391.8061325481597,2,5,2,22,14,6,0,5.0,114.0,1.0
68,68.0,10977,10977.0,391.8061325481597,391.8061325481597,2,5,2,22,14,6,0,0.0,0.0,0.0
69,69.0,10399,10399.0,365.6639969244288,365.6639969244288,1,1,1,19,11,3,0,-26.14213562373095,-578.0,-1.0
70,70.0,9948,9948.0,374.2497833620558,374.2497833620558,2,4,2,20,13,4,1,8.585786437627007,-451.0,1.0
71,71.0,10661,10661.0,383.6345596729059,383.6345596729059,2,5,2,20,13,6,0,9.3847763108501,713.0,0.0
72,72.0,10371,10371.0,369.14927829866735,369.14927829866735,2,5,2,19,13,6,0,-14.485281374238525,-290.0,0.0
73,73.0,10749,10749.0,388.56349186104046,388.56349186104046,2,5,2,19,13,6,0,19.414213562373106,378.0,0.0
74,74.0,10749,10749.0,388.56349186104046,388.56349186104046,2,5,2,19,13,6,0,0.0,0.0,0.0
75,75.0,10193,10193.0,371.5929291125633,371.5929291125633,2,5,2,18,12,6,0,-16.970562748477164,-556.0,0.0
76,76.0,10883,10883.0,388.24978336205567,388.24978336205567,2,4,2,18,12,6,0,16.65685424949237,690.0,0.0
77,77.0,10444,10444.0,349.35028842544403,349.35028842544403,1,1,1,19,11,3,0,-38.89949493661163,-439.0,-1.0
78,78.0,10192,10192.0,364.56349186104046,364.56349186104046,1,1,1,17,10,3,0,15.213203435596427,-252.0,0.0
79,79.0,10141,10141.0,359.6639969244288,359.6639969244288,1,1,1,17,10,3,0,-4.8994949366116884,-51.0,0.0
80,80.0,10141,10141.0,359.6639969244288,359.6639969244288,1,1,1,17,10,3,0,0.0,0.0,0.0
81,81.0,10750,10750.0,389.3208511739212,389.3208511739212,3,8,3,21,15,7,1,29.656854249492426,609.0,2.0
82,82.0,9789,9789.0,344.5929291125633,344.5929291125633,1,1,1,17,10,3,0,-44.7279220613579,-961.0,-2.0
83,83.0,9874,9874.0,344.5929291125633,344.5929291125633,1,1,1,16,10,3,0,0.0,85.0,0.0
84,84.0,10245,10245.0,370.73506473629425,370.73506473629425,2,4,2,18,12,6,0,26.14213562373095,371.0,1.0
85,85.0,10452,10452.0,381.63455967290594,381.63455967290594,2,5,2,18,12,6,0,10.899494936611688,207.0,0.0
86,86.0,10447,10447.0,382.04877323527904,382.04877323527904,2,5,2,18,12,6,0,0.41421356237310647,-5.0,0.0
87,87.0,9699,9699.0,338.76450198781714,338.76450198781714,1,1,1,17,10,3,0,-43.2842712474619,-748.0,-1.0
88,88.0,10234,10234.0,363.24978336205567,363.24978336205567,1,1,1,16,10,3,0,24.485281374238525,535.0,0.0
89,89.0,10092,10092.0,358.6639969244288,358.6639969244288,1,1,1,17,10,3,0,-4.5857864376268935,-142.0,0.0
90,90.0,10620,10620.0,381.9066376115481,381.9066376115481,1,1,1,19,11,3,0,23.24264068711932,528.0,0.0
91,91.0,10545,10545.0,378.32085117392114,378.32085117392114,2,5,2,20,13,6,0,-3.5857864376269504,-75.0,1.0
92,92.0,10545,10545.0,378.32085117392114,378.32085117392114,2,5,2,20,13,6,0,0.0,0.0,0.0
93,93.0,10775,10775.0,413.0193359837562,413.0193359837562,3,8,3,19,14,9,0,34.698484809835065,230.0,1.0
94,94.0,10504,10504.0,394.22034611053283,394.22034611053283,3,8,3,19,14,9,0,-18.798989873223377,-271.0,0.0
95,95.0,10837,10837.0,410.7766952966369,410.7766952966369,3,8,3,19,14,9,0,16.556349186104057,333.0,0.0
96,96.0,10590,10590.0,398.46298679765215,398.46298679765215,3,7,3,18,14,9,0,-12.313708498984738,-247.0,0.0
97,97.0,10692,10692.0,400.46298679765215,400.46298679765215,3,8,3,19,14,9,0,2.0,102.0,0.0
98,98.0,10692,10692.0,400.46298679765215,400.46298679765215,3,8,3,19,14,9,0,0.0,0.0,0.0
99,99.0,10421,10421.0,373.32085117392114,373.32085117392114,2,4,2,18,12,6,0,-27.142135623731008,-271.0,-1.0
100,100.0,10427,10427.0,382.1492782986673,382.1492782986673,2,4,2,18,12,6,0,8.828427124746156,6.0,0.0
101,101.0,10491,10491.0,382.1492782986673,382.1492782986673,2,4,2,18,12,6,0,0.0,64.0,0.0
102,102.0,10788,10788.0,397.3919189857866,397.3919189857866,2,4,2,18,12,6,0,15.24264068711932,297.0,0.0
103,103.0,10029,10029.0,396.2203461105329,396.2203461105329,3,7,3,19,14,7,1,-1.1715728752537302,-759.0,1.0
104,104.0,10029,10029.0,396.2203461105329,396.2203461105329,3,7,3,19,14,7,1,0.0,0.0,0.0
105,105.0,10622,10622.0,400.8061325481598,400.8061325481598,4,11,4,20,16,10,1,4.5857864376268935,593.0,1.0
106,106.0,10688,10688.0,402.2914139223983,402.2914139223983,3,8,3,19,14,9,0,1.4852813742385251,66.0,-1.0
107,107.0,10902,10902.0,411.3624817342638,411.3624817342638,3,8,3,19,14,9,0,9.071067811865476,214.0,0.0
108,108.0,10244,10244.0,373.49242404917493,373.49242404917493,2,4,2,18,12,6,0,-37.87005768508885,-658.0,-1.0
109,109.0,10366,10366.0,377.14927829866735,377.14927829866735,2,4,2,17,12,6,0,3.656854249492426,122.0,0.0
110,110.0,10366,10366.0,377.14927829866735,377.14927829866735,2,4,2,17,12,6,0,0.0,0.0,0.0
111,111.0,10540,10540.0,389.5634918610404,389.5634918610404,2,4,2,20,13,6,0,12.41421356237305,174.0,0.0
112,112.0,10506,10506.0,366.49242404917493,366.49242404917493,1,1,1,19,11,3,0,-23.071067811865476,-34.0,-1.0
113,113.0,9911,9911.0,383.8061325481597,383.8061325481597,2,4,2,18,12,4,1,17.313708498984795,-595.0,1.0
114,114.0,10820,10820.0,394.70562748477147,394.70562748477147,2,5,2,20,13,6,0,10.899494936611745,909.0,0.0
115,115.0,10774,10774.0,389.1198410471445,389.1198410471445,2,2,2,20,13,6,0,-5.58578643762695,-46.0,0.0
116,116.0,10756,10756.0,388.53405460951757,388.53405460951757,2,2,2,20,13,6,0,-0.5857864376269504,-18.0,0.0
117,117.0,10684,10684.0,397.19090885901,397.19090885901,2,5,2,18,12,6,0,8.656854249492426,-72.0,0.0
118,118.0,10698,10698.0,385.4629867976521,385.4629867976521,2,5,2,20,13,6,0,-11.727922061357901,14.0,0.0
119,119.0,10883,10883.0,391.8061325481598,391.8061325481598,2,5,2,20,13,6,0,6.343145750507688,185.0,0.0
120,120.0,10600,10600.0,378.90663761154804,378.90663761154804,2,5,2,18,12,6,0,-12.899494936611745,-283.0,0.0
121,121.0,10604,10604.0,367.49242404917493,367.49242404917493,1,1,1,17,10,3,0,-11.414213562373106,4.0,-1.0
122,122.0,10604,10604.0,367.49242404917493,367.49242404917493,1,1,1,17,10,3,0,0.0,0.0,0.0
123,123.0,10288,10288.0,363.0782104868018,363.0782104868018,1,1,1,17,10,3,0,-4.4142135623731065,-316.0,0.0
124,124.0,10590,10590.0,377.14927829866735,377.14927829866735,1,1,1,17,10,3,0,14.071067811865532,302.0,0.0
125,125.0,10111,10111.0,357.8355697996826,357.8355697996826,1,1,1,17,10,3,0,-19.313708498984738,-479.0,0.0
126,126.0,10238,10238.0,363.32085117392114,363.32085117392114,1,1,1,16,10,3,0,5.485281374238525,127.0,0.0
127,127.0,10469,10469.0,382.4629867976521,382.4629867976521,2,5,2,18,12,6,0,19.14213562373095,231.0,1.0
128,128.0,10469,10469.0,382.4629867976521,382.4629867976521,2,5,2,18,12,6,0,0.0,0.0,0.0
129,129.0,11121,11121.0,421.16147160748716,421.16147160748716,3,6,3,19,14,7,1,38.698484809835065,652.0,1.0
130,130.0,10118,10118.0,359.492424049175,359.492424049175,1,1,1,17,10,3,0,-61.66904755831217,-1003.0,-2.0
131,131.0,10374,10374.0,371.56349186104046,371.56349186104046,1,1,1,17,10,3,0,12.071067811865476,256.0,0.0
132,132.0,10210,10210.0,363.0782104868018,363.0782104868018,1,1,1,17,10,3,0,-8.485281374238639,-164.0,0.0
133,133.0,10389,10389.0,362.0782104868019,362.0782104868019,1,1,1,17,10,3,0,-0.9999999999999432,179.0,0.0
134,134.0,10389,10389.0,362.0782104868019,362.0782104868019,1,1,1,17,10,3,0,0.0,0.0,0.0
135,135.0,10610,10610.0,407.90663761154804,407.90663761154804,2,4,2,16,11,6,0,45.828427124746156,221.0,1.0
136,136.0,10811,10811.0,402.87720036002526,402.87720036002526,2,5,2,18,12,6,0,-5.029437251522779,201.0,0.0
137,137.0,10521,10521.0,388.8061325481597,388.8061325481597,2,5,2,18,12,6,0,-14.071067811865532,-290.0,0.0
138,138.0,10789,10789.0,403.04877323527904,403.04877323527904,2,5,2,18,12,6,0,14.24264068711932,268.0,0.0
139,139.0,10620,10620.0,393.2914139223983,393.2914139223983,2,2,2,18,12,6,0,-9.757359312880737,-169.0,0.0
140,140.0,10643,10643.0,394.7056274847714,394.7056274847714,2,2,2,18,12,6,0,1.4142135623731065,23.0,0.0
141,141.0,10729,10729.0,398.3919189857866,398.3919189857866,2,5,2,18,12,6,0,3.686291501015205,86.0,0.0
142,142.0,10344,10344.0,412.63455967290594,412.63455967290594,3,8,3,19,14,7,1,14.24264068711932,-385.0,1.0
143,143.0,10661,10661.0,393.73506473629425,393.73506473629425,2,4,2,18,12,6,0,-18.89949493661169,317.0,-1.0
144,144.0,10432,10432.0,405.5634918610405,405.5634918610405,3,7,3,19,14,7,1,11.82842712474627,-229.0,1.0
145,145.0,10746,10746.0,390.14927829866735,390.14927829866735,1,1,1,17,10,3,0,-15.414213562373163,314.0,-2.0
146,146.0,10748,10748.0,390.14927829866735,390.14927829866735,1,1,1,17,10,3,0,0.0,2.0,0.0
147,147.0,10323,10323.0,411.1492782986674,411.1492782986674,3,7,3,19,14,7,1,21.000000000000057,-425.0,2.0
148,148.0,10742,10742.0,396.492424049175,396.492424049175,2,4,2,18,12,6,0,-14.656854249492426,419.0,-1.0
149,149.0,11087,11087.0,416.46298679765215,416.46298679765215,2,5,2,18,12,6,0,19.970562748477164,345.0,0.0
150,150.0,10940,10940.0,406.70562748477136,406.70562748477136,2,4,2,18,12,6,0,-9.757359312880794,-147.0,0.0
151,151.0,10093,10093.0,391.1492782986674,391.1492782986674,2,4,2,18,12,4,1,-15.556349186103944,-847.0,0.0
152,152.0,10106,10106.0,392.1492782986674,392.1492782986674,2,4,2,18,12,4,1,1.0,13.0,0.0
153,153.0,10648,10648.0,398.1492782986674,398.1492782986674,3,8,3,19,14,7,1,6.0,542.0,1.0
154,154.0,10329,10329.0,369.00714267493635,369.00714267493635,1,1,1,16,10,3,0,-29.142135623731065,-319.0,-2.0
155,155.0,10841,10841.0,397.8061325481597,397.8061325481597,1,1,1,19,11,3,0,28.798989873223377,512.0,0.0
156,156.0,10211,10211.0,359.14927829866735,359.14927829866735,1,1,1,19,11,3,0,-38.65685424949237,-630.0,0.0
157,157.0,10183,10183.0,372.3919189857866,372.3919189857866,2,4,2,18,12,6,0,13.242640687119263,-28.0,1.0
158,158.0,10169,10169.0,370.8061325481597,370.8061325481597,2,4,2,18,12,6,0,-1.5857864376268935,-14.0,0.0
159,159.0,10269,10269.0,378.8772003600252,378.8772003600252,2,5,2,17,12,6,0,8.071067811865476,100.0,0.0
160,160.0,10557,10557.0,426.74725804511405,426.74725804511405,3,8,3,19,14,7,1,47.87005768508885,288.0,1.0
161,161.0,10229,10229.0,411.8477631085024,411.8477631085024,3,8,3,19,14,7,1,-14.899494936611632,-328.0,0.0
162,162.0,10212,10212.0,411.19090885901005,411.19090885901005,3,8,3,19,14,7,1,-0.656854249492369,-17.0,0.0
163,163.0,10200,10200.0,399.29141392239836,399.29141392239836,3,8,3,21,15,7,1,-11.899494936611688,-12.0,0.0
164,164.0,10200,10200.0,399.29141392239836,399.29141392239836,3,8,3,21,15,7,1,0.0,0.0,0.0
165,165.0,9928,9928.0,391.19090885901,391.19090885901,2,4,2,18,12,4,1,-8.100505063388368,-272.0,-1.0
166,166.0,9681,9681.0,373.56349186104046,373.56349186104046,2,4,2,18,12,4,1,-17.627416997969533,-247.0,0.0
167,167.0,10283,10283.0,402.1198410471445,402.1198410471445,2,4,2,18,12,4,1,28.556349186104057,602.0,0.0
168,168.0,9988,9988.0,386.63455967290594,386.63455967290594,2,4,2,17,12,4,1,-15.485281374238582,-295.0,0.0
169,169.0,10021,10021.0,390.70562748477147,390.70562748477147,2,4,2,18,12,4,1,4.071067811865532,33.0,0.0
170,170.0,10021,10021.0,390.70562748477147,390.70562748477147,2,4,2,18,12,4,1,0.0,0.0,0.0
171,171.0,10065,10065.0,398.5340546095177,398.5340546095177,3,7,3,18,14,7,1,7.828427124746213,44.0,1.0
172,172.0,10278,10278.0,406.4335495461293,406.4335495461293,3,8,3,19,14,7,1,7.899494936611632,213.0,0.0
173,173.0,9815,9815.0,376.634559672906,376.634559672906,2,4,2,20,13,4,1,-29.79898987322332,-463.0,-1.0
174,174.0,9932,9932.0,381.2203461105329,381.2203461105329,2,4,2,18,12,4,1,4.5857864376268935,117.0,0.0
175,175.0,9896,9896.0,382.97770542341357,382.97770542341357,2,4,2,18,12,4,1,1.7573593128806806,-36.0,0.0
176,176.0,9865,9865.0,381.3919189857867,381.3919189857867,2,4,2,18,12,4,1,-1.5857864376268935,-31.0,0.0
177,177.0,10249,10249.0,406.1198410471446,406.1198410471446,3,8,3,19,14,7,1,24.7279220613579,384.0,1.0
178,178.0,10213,10213.0,416.97770542341357,416.97770542341357,2,4,2,16,11,4,1,10.857864376268992,-36.0,-1.0
179,179.0,10331,10331.0,421.22034611053283,421.22034611053283,2,4,2,16,11,4,1,4.242640687119263,118.0,0.0
180,180.0,10071,10071.0,399.22034611053294,399.22034611053294,3,5,3,19,14,7,1,-21.999999999999886,-260.0,1.0
181,181.0,10269,10269.0,409.1198410471446,409.1198410471446,3,8,3,19,14,7,1,9.899494936611632,198.0,0.0
182,182.0,10269,10269.0,409.1198410471446,409.1198410471446,3,8,3,19,14,7,1,0.0,0.0,0.0
183,183.0,10110,10110.0,401.29141392239836,401.29141392239836,3,7,3,19,14,7,1,-7.828427124746213,-159.0,0.0
184,184.0,10144,10144.0,400.39191898578673,400.39191898578673,3,8,3,18,14,7,1,-0.8994949366116316,34.0,0.0
185,185.0,10016,10016.0,394.73506473629436,394.73506473629436,3,8,3,19,14,7,1,-5.656854249492369,-128.0,0.0
186,186.0,10289,10289.0,423.94826817189073,423.94826817189073,2,4,2,16,11,4,1,29.21320343559637,273.0,-1.0
187,187.0,10352,10352.0,414.04877323527904,414.04877323527904,2,4,2,17,12,4,1,-9.899494936611688,63.0,0.0
188,188.0,10352,10352.0,414.04877323527904,414.04877323527904,2,4,2,17,12,4,1,0.0,0.0,0.0
189,189.0,10249,10249.0,398.87720036002526,398.87720036002526,2,4,2,18,12,4,1,-15.171572875253787,-103.0,0.0
190,190.0,10038,10038.0,386.9066376115481,386.9066376115481,2,4,2,17,12,4,1,-11.970562748477164,-211.0,0.0
191,191.0,9919,9919.0,381.7350647362943,381.7350647362943,2,4,2,18,12,4,1,-5.171572875253787,-119.0,0.0
192,192.0,9868,9868.0,379.6639969244289,379.6639969244289,2,4,2,19,13,4,1,-2.0710678118654187,-51.0,0.0
193,193.0,10317,10317.0,406.5340546095177,406.5340546095177,3,7,3,19,14,7,1,26.870057685088796,449.0,1.0
194,194.0,10317,10317.0,406.5340546095177,406.5340546095177,3,7,3,19,14,7,1,0.0,0.0,0.0
195,195.0,9724,9724.0,373.9066376115481,373.9066376115481,2,4,2,18,12,4,1,-32.62741699796959,-593.0,-1.0
196,196.0,10159,10159.0,396.5634918610405,396.5634918610405,2,4,2,18,12,4,1,22.656854249492426,435.0,0.0
197,197.0,10174,10174.0,388.49242404917504,388.49242404917504,2,4,2,19,13,4,1,-8.071067811865476,15.0,0.0
198,198.0,10119,10119.0,387.66399692442883,387.66399692442883,2,4,2,18,12,4,1,-0.8284271247462129,-55.0,0.0
199,199.0,10095,10095.0,406.7645019878172,406.7645019878172,2,4,2,16,11,4,1,19.10050506338837,-24.0,0.0
200,200.0,10078,10078.0,405.7645019878172,405.7645019878172,2,4,2,16,11,4,1,-1.0,-17.0,0.0
201,201.0,10497,10497.0,437.1492782986674,437.1492782986674,4,11,4,18,15,8,2,31.384776310850214,419.0,2.0
202,202.0,10012,10012.0,394.634559672906,394.634559672906,3,8,3,19,14,7,1,-42.51471862576142,-485.0,-1.0
203,203.0,10134,10134.0,399.0487732352791,399.0487732352791,3,8,3,19,14,7,1,4.4142135623731065,122.0,0.0
204,204.0,10306,10306.0,400.70562748477147,400.70562748477147,3,8,3,21,15,7,1,1.656854249492369,172.0,0.0
205,205.0,10533,10533.0,410.77669529663694,410.77669529663694,3,8,3,21,15,7,1,10.071067811865476,227.0,0.0
206,206.0,9878,9878.0,379.0782104868019,379.0782104868019,2,4,2,18,12,4,1,-31.698484809835065,-655.0,-1.0
207,207.0,9878,9878.0,379.0782104868019,379.0782104868019,2,4,2,18,12,4,1,0.0,0.0,0.0
208,208.0,9846,9846.0,379.7350647362943,379.7350647362943,2,4,2,18,12,4,1,0.6568542494924259,-32.0,0.0
209,209.0,9696,9696.0,372.0782104868019,372.0782104868019,2,4,2,18,12,4,1,-7.656854249492426,-150.0,0.0
210,210.0,10066,10066.0,395.9777054234136,395.9777054234136,3,8,3,19,14,7,1,23.899494936611745,370.0,1.0
211,211.0,10052,10052.0,391.9777054234136,391.9777054234136,3,8,3,19,14,7,1,-4.0,-14.0,0.0
212,212.0,9641,9641.0,372.9777054234136,372.9777054234136,2,4,2,18,12,4,1,-19.0,-411.0,-1.0
213,213.0,9641,9641.0,372.9777054234136,372.9777054234136,2,4,2,18,12,4,1,0.0,0.0,0.0
214,214.0,9943,9943.0,376.3208511739212,376.3208511739212,2,4,2,20,13,4,1,3.343145750507574,302.0,0.0
215,215.0,10205,10205.0,404.60512242138316,404.60512242138316,3,8,3,19,14,7,1,28.28427124746196,262.0,1.0
216,216.0,10285,10285.0,398.5340546095176,398.5340546095176,3,5,3,19,14,7,1,-6.071067811865532,80.0,0.0
217,217.0,9806,9806.0,379.39191898578673,379.39191898578673,2,4,2,17,12,4,1,-19.142135623730894,-479.0,-1.0
218,218.0,9967,9967.0,387.56349186104046,387.56349186104046,2,4,2,18,12,4,1,8.17157287525373,161.0,0.0
